dataset_id	status	reasons	series_id	role	numeric_kind	bit_width	samples	values_total	bytes_total	min_values	p10_values	p25_values	median_values	p75_values	p90_values	max_values	min_bytes	p10_bytes	p25_bytes	median_bytes	p75_bytes	p90_bytes	max_bytes	same_size_fraction	missing_files	first_sample_path
europe_pmc_search	ok		europepmc_author_count	primary	uint	16	1	187958	375916	187958	187958	187958	187958	187958	187958	187958	375916	375916	375916	375916	375916	375916	375916	1.000000	0	samples/europe_pmc_search/europepmc_author_count/europepmc_author_count_uint16_n187958.bin
europe_pmc_search	ok		europepmc_cited_by_count	primary	uint	32	1	187958	751832	187958	187958	187958	187958	187958	187958	187958	751832	751832	751832	751832	751832	751832	751832	1.000000	0	samples/europe_pmc_search/europepmc_cited_by_count/europepmc_cited_by_count_uint32_n187958.bin
europe_pmc_search	ok		europepmc_first_publication_date	auxiliary	uint	32	1	187958	751832	187958	187958	187958	187958	187958	187958	187958	751832	751832	751832	751832	751832	751832	751832	1.000000	0	samples/europe_pmc_search/europepmc_first_publication_date/europepmc_first_publication_date_uint32_n187958.bin
europe_pmc_search	ok		europepmc_fulltext_id_count	primary	uint	16	1	187958	375916	187958	187958	187958	187958	187958	187958	187958	375916	375916	375916	375916	375916	375916	375916	1.000000	0	samples/europe_pmc_search/europepmc_fulltext_id_count/europepmc_fulltext_id_count_uint16_n187958.bin
europe_pmc_search	ok		europepmc_journal_title_length	primary	uint	16	1	187958	375916	187958	187958	187958	187958	187958	187958	187958	375916	375916	375916	375916	375916	375916	375916	1.000000	0	samples/europe_pmc_search/europepmc_journal_title_length/europepmc_journal_title_length_uint16_n187958.bin
europe_pmc_search	ok		europepmc_pub_type_count	primary	uint	16	1	187958	375916	187958	187958	187958	187958	187958	187958	187958	375916	375916	375916	375916	375916	375916	375916	1.000000	0	samples/europe_pmc_search/europepmc_pub_type_count/europepmc_pub_type_count_uint16_n187958.bin
europe_pmc_search	ok		europepmc_title_length	primary	uint	16	1	187958	375916	187958	187958	187958	187958	187958	187958	187958	375916	375916	375916	375916	375916	375916	375916	1.000000	0	samples/europe_pmc_search/europepmc_title_length/europepmc_title_length_uint16_n187958.bin
