dataset_id	status	reasons	series_id	role	numeric_kind	bit_width	samples	values_total	bytes_total	min_values	p10_values	p25_values	median_values	p75_values	p90_values	max_values	min_bytes	p10_bytes	p25_bytes	median_bytes	p75_bytes	p90_bytes	max_bytes	same_size_fraction	missing_files	first_sample_path
gbif_datasets	ok		gbif_decade_count_u16	primary	uint	16	1	100000	200000	100000	100000	100000	100000	100000	100000	100000	200000	200000	200000	200000	200000	200000	200000	1.000000	0	samples/gbif_datasets/gbif_decade_count_u16/gbif_decade_count_u16_n100000.bin
gbif_datasets	ok		gbif_keyword_count_u16	primary	uint	16	1	100000	200000	100000	100000	100000	100000	100000	100000	100000	200000	200000	200000	200000	200000	200000	200000	1.000000	0	samples/gbif_datasets/gbif_keyword_count_u16/gbif_keyword_count_u16_n100000.bin
gbif_datasets	ok		gbif_record_count_u64	primary	uint	64	1	100000	800000	100000	100000	100000	100000	100000	100000	100000	800000	800000	800000	800000	800000	800000	800000	1.000000	0	samples/gbif_datasets/gbif_record_count_u64/gbif_record_count_u64_n100000.bin
