dataset_id	status	reasons	series_id	role	numeric_kind	bit_width	samples	values_total	bytes_total	min_values	p10_values	p25_values	median_values	p75_values	p90_values	max_values	min_bytes	p10_bytes	p25_bytes	median_bytes	p75_bytes	p90_bytes	max_bytes	same_size_fraction	missing_files	first_sample_path
noaa_ndbc_wave_spectral_density_f64	ok		wave_spectral_density	primary	float	64	24	11719309	93754472	106690	207368.7	402237.8	427159.5	639482	817588.5	819586	853520	1658949.6	3217902	3417276	5115856	6540708	6556688	0.041667	0	samples/noaa_ndbc_wave_spectral_density_f64/wave_spectral_density/41002_2021_wave_spectral_density_float64_n00232274.bin
