dataset_id	series_id	status	sample_count	total_primary_values	total_primary_bytes	min_sample_values	median_sample_values	max_sample_values	min_sample_bytes	median_sample_bytes	max_sample_bytes	source_resource_count	source_bytes	events	detectors	sample_geometry	numeric_kind	bit_width	notes
gwosc_event_strain_f32	detector_strain_f32	promoted_validated	2	262144	1048576	131072	131072	131072	524288	524288	524288	2	2505443	GW150914	H1,L1	1d_detector_strain_timeseries	float	32	Default exact GW150914 H1/L1 32-second 4096 Hz GWOSC text strain files; one detector-event segment per sample.
