dataset_id	status	reasons	series_id	role	numeric_kind	bit_width	samples	values_total	bytes_total	min_values	p10_values	p25_values	median_values	p75_values	p90_values	max_values	min_bytes	p10_bytes	p25_bytes	median_bytes	p75_bytes	p90_bytes	max_bytes	same_size_fraction	missing_files	first_sample_path
citibike_2024_trip_geocoords_f64	needs_attention	primary_size_cap	end_latitude_f64	primary	float	64	50	44165848	353326784	121445	574080.9	992686.8	995688.5	998520.2	999482.9	999613	971560	4592647.2	7941494	7965508	7988162	7995863.2	7996904	0.040000	0	samples/citibike_2024_trip_geocoords_f64/end_latitude_f64/202401_citibike_tripdata_1_end_latitude_f64_n00996612.bin
citibike_2024_trip_geocoords_f64	needs_attention	primary_size_cap	end_longitude_f64	primary	float	64	50	44165848	353326784	121445	574080.9	992686.8	995688.5	998520.2	999482.9	999613	971560	4592647.2	7941494	7965508	7988162	7995863.2	7996904	0.040000	0	samples/citibike_2024_trip_geocoords_f64/end_longitude_f64/202401_citibike_tripdata_1_end_longitude_f64_n00996612.bin
citibike_2024_trip_geocoords_f64	needs_attention	primary_size_cap	start_latitude_f64	primary	float	64	50	44165848	353326784	121445	574080.9	992686.8	995688.5	998520.2	999482.9	999613	971560	4592647.2	7941494	7965508	7988162	7995863.2	7996904	0.040000	0	samples/citibike_2024_trip_geocoords_f64/start_latitude_f64/202401_citibike_tripdata_1_start_latitude_f64_n00996612.bin
citibike_2024_trip_geocoords_f64	needs_attention	primary_size_cap	start_longitude_f64	primary	float	64	50	44165848	353326784	121445	574080.9	992686.8	995688.5	998520.2	999482.9	999613	971560	4592647.2	7941494	7965508	7988162	7995863.2	7996904	0.040000	0	samples/citibike_2024_trip_geocoords_f64/start_longitude_f64/202401_citibike_tripdata_1_start_longitude_f64_n00996612.bin
