dataset_id	status	reasons	series_id	role	numeric_kind	bit_width	samples	values_total	bytes_total	min_values	p10_values	p25_values	median_values	p75_values	p90_values	max_values	min_bytes	p10_bytes	p25_bytes	median_bytes	p75_bytes	p90_bytes	max_bytes	same_size_fraction	missing_files	first_sample_path
sentinel2_l2a_reflectance_cogs_u16	ok		sentinel2_l2a_reflectance_pixels_u16	primary	uint	16	6	308098800	616197600	3348900	3348900	10046700	30140100	97955325	120560400	120560400	6697800	6697800	20093400	60280200	195910650	241120800	241120800	0.333333	0	samples/sentinel2_l2a_reflectance_cogs_u16/sentinel2_l2a_reflectance_pixels_u16/0001_01_S2B_11SKB_20230812_0_L2A_blue_10m.bin
