selection_ordinal	filename	url	x_offset	y_offset	source_x_size	source_y_size	source_data_type	decoded_bytes	source_bytes	sha256
37	tileSG-004-064_3-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-004-064/tileSG-004-064_3-2.tif	115299	7141	450	450	Int16	405000	406513	e64ded188d786df15b7f607cd2c3a4238f09ec69a3fcd361e9b2c65787e52bb1
38	tileSG-004-052_4-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-004-052/tileSG-004-052_4-3.tif	94149	7591	450	450	Int16	405000	406513	6be0977217dfc1f8f52b5eced41a23cca22e36354196b69937dbe2059c6d8819
39	tileSG-005-011_1-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-005-011/tileSG-005-011_1-3.tif	20349	8041	450	450	Int16	405000	406511	e6be9834d42d659e2dc5f62c551407967f35b9c6c1956fe76c5be4d6730250ce
40	tileSG-005-018_1-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-005-018/tileSG-005-018_1-1.tif	32049	8041	450	450	Int16	405000	406513	62b359bee506656e4a15dce2b80a48c05c12a001db24cd3b81d3472147249849
41	tileSG-005-049_1-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-005-049/tileSG-005-049_1-2.tif	88299	8041	450	450	Int16	405000	406513	b8e1f7afe7b9f3cf72751cb8072c05d1f78c609f86d06079ed3796d98ca2e4ec
42	tileSG-005-055_1-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-005-055/tileSG-005-055_1-4.tif	99999	8041	450	450	Int16	405000	406513	351b0b5dcda154f79b2047463d1e270956e20d697cf637fec8e7f8098c3bc73e
43	tileSG-005-061_1-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-005-061/tileSG-005-061_1-3.tif	110349	8041	450	450	Int16	405000	406513	fe4ae79807ae9294a98ee021cc4e8cf4e63e73382a468b7758090cd2ca34bce4
44	tileSG-005-023_2-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-005-023/tileSG-005-023_2-2.tif	41499	8491	450	450	Int16	405000	406513	2f6a33d7ea9a61dc7d0e80edd73ef60de3ee4bc59de6981c6b6e9ec83a60de9f
45	tileSG-005-046_2-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-005-046/tileSG-005-046_2-3.tif	83349	8491	450	450	Int16	405000	406513	70206d3135e995bbe120d4ab597680572892359dc00f0f3286ca8abbed4b03f3
46	tileSG-005-066_2-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-005-066/tileSG-005-066_2-3.tif	119349	8491	450	450	Int16	405000	406513	3e22d73896d224ec049b1dfbac514849ada852ab916cc26187a6a170f1b09066
47	tileSG-005-014_3-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-005-014/tileSG-005-014_3-4.tif	26199	8941	450	450	Int16	405000	406511	6e39c95e4d1cf5b5978164260ddba799132a12235eada94a28154cb57608aaff
48	tileSG-005-020_3-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-005-020/tileSG-005-020_3-3.tif	36549	8941	450	450	Int16	405000	406513	4da6ee7dd876e59ec46c6da557d8b61cd7f884537c78cf5b3da6642554a7b1f8
49	tileSG-005-025_3-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-005-025/tileSG-005-025_3-4.tif	45999	8941	450	450	Int16	405000	406513	f59a34bb57173da6204745e8f8352fb1a430d071cddf8da28e1ae748d169fc39
50	tileSG-005-072_3-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-005-072/tileSG-005-072_3-2.tif	129699	8941	450	450	Int16	405000	406513	6265180c9968d447f450634eab3cf00d08d9352de5ad521b2f6db4c2be36740f
51	tileSG-005-053_4-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-005-053/tileSG-005-053_4-4.tif	96399	9391	450	450	Int16	405000	406511	ab577fe2633ebcca6442fbfcf4219c1e53a355c2130b4f422414f1b0fe6517fb
52	tileSG-005-058_4-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-005-058/tileSG-005-058_4-3.tif	104949	9391	450	450	Int16	405000	406513	d6bc1fa49f2544bd7229e6686f887533aba5c27c6f43e5c7528f5e92bb13e96e
53	tileSG-006-018_1-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-006-018/tileSG-006-018_1-2.tif	32499	9841	450	450	Int16	405000	406513	11c5ab6b7bdcf60f20c83c8ad5490f7ef17eba3e464537a4051b1fb873dc1147
54	tileSG-006-051_1-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-006-051/tileSG-006-051_1-1.tif	91449	9841	450	450	Int16	405000	406513	1cbf206cb09c0aa6d0425c6d39a30172ec7f732837d8a74110b83342e3f66386
55	tileSG-006-063_1-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-006-063/tileSG-006-063_1-3.tif	113949	9841	450	450	Int16	405000	406513	62fcff1f91a2d86eae04934e6085611ee72a599138d0b74901aac3a8004cf488
56	tileSG-006-048_2-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-006-048/tileSG-006-048_2-2.tif	86499	10291	450	450	Int16	405000	406513	7cbc337dd362892c124440babba7993387883a6a7304de2d604a43ae1d35980f
57	tileSG-006-021_3-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-006-021/tileSG-006-021_3-1.tif	37449	10741	450	450	Int16	405000	406513	e21ad6b73a2b4089223ba071ba46a53455663fa0564df1f1c7d113a3392cef1d
58	tileSG-006-026_3-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-006-026/tileSG-006-026_3-4.tif	47799	10741	450	450	Int16	405000	406513	6f5a5975a33c080b9e896046e9196102f1744678cbaf9c3084ea0bc68a0f900b
59	tileSG-006-056_3-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-006-056/tileSG-006-056_3-1.tif	100449	10741	450	450	Int16	405000	406513	09ecbcbb8d036a004db47ddbd2eb1fb2d0b345ebce55b2a8f3db407e3bbdd639
60	tileSG-006-069_3-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-006-069/tileSG-006-069_3-2.tif	124299	10741	450	450	Int16	405000	406513	31366ade25612eb8a978a10796ff1216cb70693965f06ee8b5ed02c2886b74a4
61	tileSG-006-016_4-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-006-016/tileSG-006-016_4-4.tif	29799	11191	450	450	Int16	405000	406513	09a9e3e3b3b301d35d40f26337e29882030a4ff1eb8313c774cc209d5640f087
62	tileSG-006-053_4-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-006-053/tileSG-006-053_4-1.tif	95049	11191	450	450	Int16	405000	406513	77c77fa8053db6fd302a4d6dce12db8888bbe520f001a513610df1e571aa0d20
63	tileSG-006-060_4-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-006-060/tileSG-006-060_4-2.tif	108099	11191	450	450	Int16	405000	406513	796d5c90aef027faf6dcb9519ee9641121a7a678bb90f4cf8ef6bef339ea9255
64	tileSG-007-024_1-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-007-024/tileSG-007-024_1-1.tif	42849	11641	450	450	Int16	405000	406513	d9eb4084fb363c05d317f0c6b29d5ee28b31fbbf22b8bee7567af906cecc5ea8
65	tileSG-007-046_1-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-007-046/tileSG-007-046_1-2.tif	82899	11641	450	450	Int16	405000	406513	d7817f43322b791893e1dc562f9377bea7911819b704541dae873e5892c6c931
66	tileSG-007-050_1-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-007-050/tileSG-007-050_1-2.tif	90099	11641	450	450	Int16	405000	406513	d94040817795c184eb336b4c08fdcb6f94f87686ca7c03960912ae96a5f59f5e
67	tileSG-007-065_1-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-007-065/tileSG-007-065_1-4.tif	117999	11641	450	450	Int16	405000	406513	610271f219609610d4737438488108cb1bf34c5fb4634278cc92c791968b7691
68	tileSG-007-071_3-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-007-071/tileSG-007-071_3-4.tif	128799	12541	450	450	Int16	405000	406513	22bacf11f358a743c8a3c3075e6ac999402dc169d165da0b4b26ea2ac9a028e5
69	tileSG-007-018_4-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-007-018/tileSG-007-018_4-3.tif	32949	12991	450	450	Int16	405000	406513	e89f7d2c72165d3666750a3acecb7f50f756b05197b0fd82c5169dcb6b5514ce
70	tileSG-007-053_4-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-007-053/tileSG-007-053_4-2.tif	95499	12991	450	450	Int16	405000	406513	445f90c32997312407c400826cae47bb3b1c766dba25c65c5943da29cda5a0ed
71	tileSG-007-060_4-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-007-060/tileSG-007-060_4-1.tif	107649	12991	450	450	Int16	405000	406513	4ec4fb49eb7999dde7392b8d64c78550b3e6957c6ab2ed35430ffc2fb9dcd090
72	tileSG-007-062_4-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-007-062/tileSG-007-062_4-4.tif	112599	12991	450	450	Int16	405000	406513	fda3372e56b538bed81ae4ea6cbafb2edb9abc873127830a0622cd6ae533b5f3
73	tileSG-008-021_1-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-008-021/tileSG-008-021_1-4.tif	38799	13441	450	450	Int16	405000	406513	0802d944a364f97ff4f97076c22363ece287bd63fa8098b5d02cb3996e5e05cc
74	tileSG-008-026_1-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-008-026/tileSG-008-026_1-1.tif	46449	13441	450	450	Int16	405000	406513	61b961edfaa32dc9f7cbb551b607b33306509bcf20eee9087e97ae14c40f31b3
75	tileSG-008-049_1-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-008-049/tileSG-008-049_1-2.tif	88299	13441	450	450	Int16	405000	406513	13ab58cb33486530c14c703348855edb56b5b4bf826667528aa62ed0c7540537
76	tileSG-008-057_1-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-008-057/tileSG-008-057_1-3.tif	103149	13441	450	450	Int16	405000	406513	8263c92bf73e36a0feaa982453a60f448c6170f5d7c06ac64961a0a6128c9e07
77	tileSG-008-068_1-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-008-068/tileSG-008-068_1-2.tif	122499	13441	450	450	Int16	405000	406511	a6cbe70809b1273470adaef1fa36a9b64e3a7a4a8e0f0adb34f06f4ea96b8010
78	tileSG-008-015_3-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-008-015/tileSG-008-015_3-3.tif	27549	14341	450	450	Int16	405000	406513	cffebff7dad8c3165de3e3da8e6c754acb40afe1d640502f123ae3309d6cc0a5
79	tileSG-008-045_3-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-008-045/tileSG-008-045_3-3.tif	81549	14341	450	450	Int16	405000	406513	068c707dd2287907e9d75838b0cd560cffead7ba3751615b748f57e0772b9f59
80	tileSG-008-018_4-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-008-018/tileSG-008-018_4-1.tif	32049	14791	450	450	Int16	405000	406513	eeb1f0abfaa7fc3fbd78704fbcecf35a1b9dc6e5ba00a96f052cd45a46093841
81	tileSG-008-051_4-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-008-051/tileSG-008-051_4-2.tif	91899	14791	450	450	Int16	405000	406513	7bc54a10401df9e97d8e1b6c8515b0489a73026bed9d2ad5f65e5910c0f9ea58
82	tileSG-008-060_4-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-008-060/tileSG-008-060_4-4.tif	108999	14791	450	450	Int16	405000	406513	e226730fd266932483491d85d9731b23c524765d75d1014afaca2a248b29ca36
83	tileSG-008-064_4-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-008-064/tileSG-008-064_4-4.tif	116199	14791	450	450	Int16	405000	406513	69b20eb8cf275c4780b5214e96e2fa6989cc076860beba5252698803ef4cf0be
84	tileSG-009-023_1-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-009-023/tileSG-009-023_1-4.tif	42399	15241	450	450	Int16	405000	406513	92618f6cecd05036492a054dac6888a97baab9a97ea6988d587a42838c6d7fe0
85	tileSG-009-072_1-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-009-072/tileSG-009-072_1-4.tif	130599	15241	450	450	Int16	405000	406513	024718f76220674a2f9130102e9e908e98665af0b7a4bd04d79f78e4fd061ee3
86	tileSG-009-054_2-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-009-054/tileSG-009-054_2-3.tif	97749	15691	450	450	Int16	405000	406513	4d7272bb5c2d923d70d529222d773961bce8f0619961bb257455b1c4898c399b
87	tileSG-009-069_2-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-009-069/tileSG-009-069_2-3.tif	124749	15691	450	450	Int16	405000	406513	84ac26e9487c1b4ee59c641aa6fbc02d301555d78dbddff4f598cfcc10dd9e50
88	tileSG-009-016_3-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-009-016/tileSG-009-016_3-3.tif	29349	16141	450	450	Int16	405000	406513	c7d459acebb9a9acf2adcb669a45f4c739d25efaa8706b4b50531fcfa67ad264
89	tileSG-009-019_3-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-009-019/tileSG-009-019_3-3.tif	34749	16141	450	450	Int16	405000	406513	ec216e135fa1c96c0ac9b1518ff32e95c8c59e321d25fbd05f9bb692cb2db044
90	tileSG-009-050_4-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-009-050/tileSG-009-050_4-4.tif	90999	16591	450	450	Int16	405000	406513	d642e87a7294765d7648948bcd28e7e4b2704216afe34019c43f10319207dd58
91	tileSG-009-058_4-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-009-058/tileSG-009-058_4-1.tif	104049	16591	450	450	Int16	405000	406511	76e0e2deecb4c927a1d3e50a0e8d6629a06262af38427ad2b389784c01cb2bcd
92	tileSG-009-062_4-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-009-062/tileSG-009-062_4-3.tif	112149	16591	450	450	Int16	405000	406513	cb7fe08a55f728c4c27e0e761859a681c0d6ce87d855d0a26cb780f729695983
93	tileSG-010-044_1-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-010-044/tileSG-010-044_1-4.tif	80199	17041	450	450	Int16	405000	406513	0bb1f269ece231af4cf1070178ccf95a5cb20084661dd9be138652e31ef8d7b9
94	tileSG-010-065_1-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-010-065/tileSG-010-065_1-4.tif	117999	17041	450	450	Int16	405000	406511	0fa87d288c8b7779063b61f05f7aa96a0687083629d11ed4e8f9227c0ab12298
95	tileSG-010-024_2-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-010-024/tileSG-010-024_2-2.tif	43299	17491	450	450	Int16	405000	406511	af28a06cdd30d578a916323abb2d67179973ed4aa020d30d10dcc839512cc7d1
96	tileSG-010-047_2-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-010-047/tileSG-010-047_2-4.tif	85599	17491	450	450	Int16	405000	406513	24afed2650400659fc3ac7fead0ed8ee87547cb544e0bb662d9b8e5436aef4e9
97	tileSG-010-074_2-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-010-074/tileSG-010-074_2-1.tif	132849	17491	450	450	Int16	405000	406513	107b9c358a9a66d9a4a13e25c6af5fc9f2a53157ab5b26948a25ef5d6b12e155
98	tileSG-010-018_3-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-010-018/tileSG-010-018_3-4.tif	33399	17941	450	450	Int16	405000	406513	5c4b87cb1e485669ca32c8bbfc11b98ae76405c3c4277afcf7ffae72ebb1f641
99	tileSG-010-021_3-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-010-021/tileSG-010-021_3-2.tif	37899	17941	450	450	Int16	405000	406513	8638a9a96e310b591090d30af51b3c120d44a29d082c1bc81216c1a07a460728
100	tileSG-010-016_4-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-010-016/tileSG-010-016_4-2.tif	28899	18391	450	450	Int16	405000	406513	2077ac722fe30ce2df80f61ea472645a01fb051f372bda7306cd7fd948a2fc42
101	tileSG-010-054_4-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-010-054/tileSG-010-054_4-2.tif	97299	18391	450	450	Int16	405000	406513	21d9bf84c7f230cfd751b46c4effcfaace177a5c25154a2d6ce816909edd0783
102	tileSG-010-058_4-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-010-058/tileSG-010-058_4-4.tif	105399	18391	450	450	Int16	405000	406513	4dbce2e730875e9264d1e7a2894c4d86443ea2317a43629128ce256861b5519c
103	tileSG-010-070_4-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-010-070/tileSG-010-070_4-2.tif	126099	18391	450	450	Int16	405000	406513	826e64ec75c1be8cac3c7232d8cbf557798dfa6204e9ca0e025d1db3b573b9a2
104	tileSG-011-050_1-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-011-050/tileSG-011-050_1-1.tif	89649	18841	450	450	Int16	405000	406513	2807b56d370cfcbeed7d3ad10460aaf25285b3e37c64d069a26f9b989c19c04b
105	tileSG-011-061_1-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-011-061/tileSG-011-061_1-4.tif	110799	18841	450	450	Int16	405000	406513	a61124cfcf9880eaff58e7df4904f5dd3549561b66e3189187e8e44aaac59c9b
106	tileSG-011-023_2-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-011-023/tileSG-011-023_2-2.tif	41499	19291	450	450	Int16	405000	406513	a5486ba0e62aa3493d28f52bfe893ac571da788bf532e5838b20659d8ff7f88c
107	tileSG-011-043_2-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-011-043/tileSG-011-043_2-3.tif	77949	19291	450	450	Int16	405000	406513	d4e49634f24975da8c4d4d7528b4f70e96baf64f7bf382e17963ca6c2f93d835
108	tileSG-011-066_2-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-011-066/tileSG-011-066_2-3.tif	119349	19291	450	450	Int16	405000	406513	21b91c581e1d7de0131f640ec2feee9abeb23da6d305049fdd949f92e560e86e
109	tileSG-011-020_3-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-011-020/tileSG-011-020_3-1.tif	35649	19741	450	450	Int16	405000	406513	815c505dfca1b496847234b4b03a003456afbcfe4e845db41cae7185709f7fd1
110	tileSG-011-064_3-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-011-064/tileSG-011-064_3-1.tif	114849	19741	450	450	Int16	405000	406513	35223db8db22ed93bbc45c42f17e8a906354eaf52054e06a45947a4136a345be
111	tileSG-011-046_4-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-011-046/tileSG-011-046_4-4.tif	83799	20191	450	450	Int16	405000	406513	b0db5a87d6e6a8d722331a4e6a77b3c6e93cb6ddf37a2ed30937d75100e185cd
112	tileSG-011-057_4-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-011-057/tileSG-011-057_4-3.tif	103149	20191	450	450	Int16	405000	406513	d5458f351904a05b48ec31f0ce6e201c76b3097c6b823fb9901e7a116d351762
113	tileSG-012-016_1-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-012-016/tileSG-012-016_1-3.tif	29349	20641	450	450	Int16	405000	406513	799213e66ced2344c1d60d520f7f558935bc6e5782746d00406e10dad14a81e9
114	tileSG-012-052_1-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-012-052/tileSG-012-052_1-1.tif	93249	20641	450	450	Int16	405000	406513	b75503731efd383137017d49d822612db12c52866fb13a659ebe7b8e8c692b20
115	tileSG-012-023_2-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-012-023/tileSG-012-023_2-4.tif	42399	21091	450	450	Int16	405000	406511	f8667ad511f7718f90b7135fa742c7714418209ea2814cb98e1cdb810341b52b
116	tileSG-012-044_2-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-012-044/tileSG-012-044_2-2.tif	79299	21091	450	450	Int16	405000	406513	c7077b1050c686c5cdfff419c357af698bc1df9318e9253dc2f24a87f62e805a
117	tileSG-012-055_2-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-012-055/tileSG-012-055_2-1.tif	98649	21091	450	450	Int16	405000	406513	a52e4f837ac91430d8ade1144840d5b587ad882a62c0c552ddcf222b7819a78c
118	tileSG-012-060_2-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-012-060/tileSG-012-060_2-4.tif	108999	21091	450	450	Int16	405000	406513	1135aa60aa6b8c0d35debd16647c57d98f65a5d3284fd71a5be0c57e16e8b883
119	tileSG-012-071_2-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-012-071/tileSG-012-071_2-3.tif	128349	21091	450	450	Int16	405000	406513	ca3e80881f44ed82948b87d6725912453cc5512c60e030cd1a2a7b8890b4c4ce
120	tileSG-012-019_3-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-012-019/tileSG-012-019_3-4.tif	35199	21541	450	450	Int16	405000	406513	7226963b313b18903c674eab818a65ac246547da29bee3185b1d12a2a9ebceb6
121	tileSG-012-064_3-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-012-064/tileSG-012-064_3-2.tif	115299	21541	450	450	Int16	405000	406513	90d22192e4ae88eec590d69d093b8360a1b9af7326a47dddccf35c43702b2760
122	tileSG-012-068_3-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-012-068/tileSG-012-068_3-1.tif	122049	21541	450	450	Int16	405000	406513	2e3bf876abbd12b98fb003a8e0a8557cbc9091b5157d9bee5dbadd12f2d50d9c
123	tileSG-012-042_4-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-012-042/tileSG-012-042_4-1.tif	75249	21991	450	450	Int16	405000	406511	dc3f360e342fef00d6e4a4d7bd49ec2287e1f1020670b6c2dd9e9d89e46577d4
124	tileSG-012-048_4-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-012-048/tileSG-012-048_4-4.tif	87399	21991	450	450	Int16	405000	406513	4982c494c4a45ef50e335561a2101724a09e3edbdb2bf0d593f15d7ebc11a48a
125	tileSG-013-017_1-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-013-017/tileSG-013-017_1-2.tif	30699	22441	450	450	Int16	405000	406513	2d9a537728979a84d0a9c2624e2ab0652d2fb0f660c3694222a450a4a3ab99fb
126	tileSG-013-045_1-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-013-045/tileSG-013-045_1-4.tif	81999	22441	450	450	Int16	405000	406513	41f0e1b827c0537bd4d077c644e78532efe49b90765187549f7f2ca4b6f5f962
127	tileSG-013-057_1-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-013-057/tileSG-013-057_1-4.tif	103599	22441	450	450	Int16	405000	406511	76be447b0a679eb6a82bb7c383f224c58411f8430c828f6093932bb90da63965
128	tileSG-013-020_3-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-013-020/tileSG-013-020_3-1.tif	35649	23341	450	450	Int16	405000	406511	02d6746757ef0ca83f37f699e2d251d075862f91e4a35daca11eab116d8816e1
129	tileSG-013-023_3-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-013-023/tileSG-013-023_3-3.tif	41949	23341	450	450	Int16	405000	406513	d8627c665aa8c4e359b775d2cd3b786d7d1780d602e4d31556cb19e7824a6052
130	tileSG-013-051_3-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-013-051/tileSG-013-051_3-2.tif	91899	23341	450	450	Int16	405000	406513	cafd2e32ba6de7cd2fa387908c650d2db857be8bbec4bfaf288cb2dd1061ddee
131	tileSG-013-055_3-2.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-013-055/tileSG-013-055_3-2.tif	99099	23341	450	450	Int16	405000	406513	d65481acf77467418bdec148fce25c83baf415ec9a8519a7b513147fe6009952
132	tileSG-013-061_3-1.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-013-061/tileSG-013-061_3-1.tif	109449	23341	450	450	Int16	405000	406513	0b456e5dd50f4b30db10103a7f2a5b34dd297961ac1ea24f365fb715ca857c16
133	tileSG-013-070_3-4.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-013-070/tileSG-013-070_3-4.tif	126999	23341	450	450	Int16	405000	406513	c0608774f7820cbdce9ed290e8d6c0c8e4d3c5533da92bc3d6abd2b71eda17e3
134	tileSG-013-064_4-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-013-064/tileSG-013-064_4-3.tif	115749	23791	450	450	Int16	405000	406513	560dfa42ebadd23ed9484214f3518a8f7c6db1ab8ff7c0296330d627a74ca304
135	tileSG-013-067_4-3.tif	https://files.isric.org/soilgrids/latest/data/clay/clay_0-5cm_mean/tileSG-013-067/tileSG-013-067_4-3.tif	121149	23791	450	450	Int16	405000	406513	b4eddecc38f63ce48b149282d4077a1513dc90afed51b30784f966ac178cd4b9
